productID,id,title,body,created_at,rate,likes,dislikes,recommendation_status,is_buyer,user_name,is_anonymous
3493882,37245696,,کاربردی هست,3 مرداد 1401,5,0,0,recommended,True,کاربر دیجی‌کالا,True
3493882,37066067,معمولی هست,"کار راه انداز هست من اندروید باکس ایکس ویژن داشتم با وجود اینکه قدیمی و سیستم اندروید اون از این دستگاه پایین تر هست هم سرعت بالاتری داره هم کیفیت تصویر بهتر
این دستگاه خیلی ضعیفه  و سرعت خیلی پایینی داره برای راه اندازی و نصب نرم افزار ها می بایست خیلی کلنجار بری خیلی کوچیک هست 
ریموت اون اصلا بدرد نمی خوره حتما می بایست یک ریموت و یا موس وایرلس بخرید ضمنا این کالا ایرانی هست
گارانتی اون هم فقط چهار ماه مونده با آنچه اعلام شده مطابقت نداشت",3 مرداد 1401,3,1,1,not_recommended,True,علیرضا فتحی,False
3493882,36988497,عالی,عالی خیلی خوب,26 تیر 1401,5,0,0,recommended,True,زینب خدابخشی,False
3493882,36761065,خیلی خوب و کاربردی,خیلی خوب فقط باهاش موس بیسیم بگیرید,21 تیر 1401,5,2,0,recommended,True,کاربر دیجی‌کالا,True
3493882,36583155,معمولی,"1-با هات‌اسپات موبایل هم دستگاه به اینترنت وصل میشه.
2-اول خدمات گوگل‌پلی رو غیرفعال کنین تا دستگاه کُند نشه.
3-اگه سیم‌کارت شاتل دارید نماوا نصب کنید بدون اشتراکه.
4-سیم‌کارت رایتل هم در گپ‌فیلم اشتراک نمیخواد.
5-یه ماوس بی‌سیم حتما در کنارش خرید کنید چون کنترلش ظریفه از دستم افتاد شکست تو شهر ما مشهد گیر نیومد.
6-تلگرام نصب میشه ولی محتوا گروه و کانال رو نمیشه با کنترل بالا پایین کرد حتما ماوس لازمه.
7-و اینستا محتوا پُست‌ها خیلی بزرگ نشون میده از نسخه وب اینستاگرام استفاده کنید مشکل بزرگی مُحتوا برطرف میشه
8-بازی کلش آف کلنز راحت نصب شد ولی فری‌فایر پابجی کالاف تا نصب میشه و وارد بازی میشی صفحه سیاه میشه و همینجوری میمونه مجبوری بازی رو حذف کنیع
 اگه اطلاعات به دردتون خورد لایک کنین",23 تیر 1401,3,30,0,recommended,True,کاربر دیجی‌کالا,True
3493882,36319225,اندروید باکس,راضی هستیم ,8 تیر 1401,4,0,0,recommended,True,محمد هادی صیفوری,False
3493882,36184492,,خوبه . فقط اول خرید کردم ۸۳۰تومن بعد چند روز کنسل کردن قیمت رو بردن بالا همینو از همینجا خریدم ۸۴۹تومن,10 تیر 1401,4,0,0,,True,رضا فراهانی,False
3493882,36035962,,خوبه,30 خرداد 1401,4,0,0,recommended,True,کاربر دیجی‌کالا,True
3493882,35902477,,خوب کاربردی ,26 خرداد 1401,4,1,0,,True,منیژه ممنون,False
3493882,35853831,,من بعد از یک سال و نیم استفاده نظر میدم.یک سالی خوب بود تا اینکه کم کم هنگ ها شروع شد.الان دایم هنگ میکنه و از برنامه میپره بیرون.بعضی اپ ها مثل تلویبیون پلاس فیلم ها رو اجرا نمیکنه.بعضی اپ ها مثل آپارات هم وقتی اجرا میشه دیگه خارج نمیشه تا دستگاه رو خاموش کنی.با خدمات پس از فروشم تماس گرفتم تلفن گویا اصلا قسمت اندروید باکس نداره.خلاصه که بیشتر هزینه کنین وبرای وقت و پولتون ارزش قاِیل شین,25 خرداد 1401,1,9,0,,True,سید شهاب برقعی,False
3493882,35614768,خوبه,خوبه ولی یکم هنگ داره ,17 خرداد 1401,5,3,0,recommended,True,کاربر دیجی‌کالا,True
